record_date,is_weekend,shop_id,store_name,category,daily_revenue_inr,transaction_count,store_footfall,sales_per_sqft,conversion_rate,revenue_per_visitor,avg_bill_value,footfall_log,weekend_revenue_boost,category_mean_revenue,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
2025-07-27,True,3013,Lifestyle,Department Store,5027911,1182,4488,100.56,0.263368984,1120.0514591222989,4250.136094674556,8.409385238781931,4488,2932999.1,False,False,True,False,False,False
2025-07-28,False,3013,Lifestyle,Department Store,1728590,924,4002,34.57,0.230884558,431.82363227579316,1868.745945945946,8.294799358992574,0,2932999.1,True,False,False,False,False,False
2025-07-29,False,3013,Lifestyle,Department Store,1904190,775,3092,38.08,0.250646831,615.6450048496605,2453.853092783505,8.03689677268507,0,2932999.1,False,False,False,False,True,False
2025-07-30,False,3013,Lifestyle,Department Store,2595824,517,1699,51.92,0.304296645,1526.955294117647,5011.243243243243,7.438383530044307,0,2932999.1,False,False,False,False,False,True
2025-07-31,False,3013,Lifestyle,Department Store,2420712,913,4108,48.41,0.22224927,589.1243611584327,2648.4814004376367,8.32093496888341,0,2932999.1,False,False,False,True,False,False
2025-08-01,False,3013,Lifestyle,Department Store,1691383,945,3185,33.83,0.296703297,530.8797865662273,1787.931289640592,8.066521490469993,0,2932999.1,False,False,False,False,False,False
2025-08-02,True,3013,Lifestyle,Department Store,4835822,1527,5145,96.72,0.296793003,939.7244461717839,3164.8049738219897,8.545974992841689,5145,2932999.1,False,True,False,False,False,False
2025-08-03,True,3013,Lifestyle,Department Store,6199730,1506,4816,123.99,0.312707641,1287.0521071206144,4113.954877239549,8.479906606630221,4816,2932999.1,False,False,True,False,False,False
2025-08-04,False,3013,Lifestyle,Department Store,3360017,648,2078,67.2,0.311838306,1616.1697931697931,5177.2218798151,7.639642287858013,0,2932999.1,True,False,False,False,False,False
2025-08-05,False,3013,Lifestyle,Department Store,2029086,1042,3206,40.58,0.325015596,632.7053320860617,1945.432406519655,8.073091199693154,0,2932999.1,False,False,False,False,True,False
2025-08-06,False,3013,Lifestyle,Department Store,1514114,820,3583,30.28,0.228858498,422.46484375,1844.231425091352,8.18423477409482,0,2932999.1,False,False,False,False,False,True
2025-08-07,False,3013,Lifestyle,Department Store,3166626,770,2604,63.33,0.295698925,1215.5953934740883,4107.167315175097,7.865187954187467,0,2932999.1,False,False,False,True,False,False
2025-08-08,False,3013,Lifestyle,Department Store,2295750,712,3066,45.91,0.232224397,748.5327681773721,3219.84572230014,8.028455164114252,0,2932999.1,False,False,False,False,False,False
2025-08-09,True,3013,Lifestyle,Department Store,5923074,1547,4769,118.46,0.324386664,1241.7345911949685,3826.2751937984494,8.470101583882387,4769,2932999.1,False,True,False,False,False,False
2025-08-10,True,3013,Lifestyle,Department Store,5394361,775,2734,107.89,0.283467447,1972.3440585009141,6951.496134020618,7.913886714856082,2734,2932999.1,False,False,True,False,False,False
2025-08-11,False,3013,Lifestyle,Department Store,3440926,950,4170,68.82,0.227817746,824.9642771517622,3618.2187171398527,8.335911094196945,0,2932999.1,True,False,False,False,False,False
2025-08-12,False,3013,Lifestyle,Department Store,3478512,727,2572,69.57,0.282659409,1351.9284881461328,4778.175824175824,7.8528278122817445,0,2932999.1,False,False,False,False,True,False
2025-08-13,False,3013,Lifestyle,Department Store,1631989,733,2396,32.64,0.305926544,680.8464747601168,2223.4182561307903,7.781973234434385,0,2932999.1,False,False,False,False,False,True
2025-08-14,False,3013,Lifestyle,Department Store,1636007,1080,4178,32.72,0.258496888,391.48289064369465,1513.4199814986123,8.337827262447915,0,2932999.1,False,False,False,True,False,False
2025-08-15,False,3013,Lifestyle,Department Store,6841036,2258,8518,136.82,0.265085701,803.0327503228078,3028.347056219566,9.05005424204284,0,2932999.1,False,False,False,False,False,False
2025-08-16,True,3013,Lifestyle,Department Store,6218049,1720,6934,124.36,0.248053072,896.6184571016582,3613.044160371877,8.844336332748933,6934,2932999.1,False,True,False,False,False,False
2025-08-17,True,3013,Lifestyle,Department Store,3450101,1357,6008,69.0,0.225865513,574.1555999334332,2540.575110456554,8.701013624333928,6008,2932999.1,False,False,True,False,False,False
2025-08-18,False,3013,Lifestyle,Department Store,2491149,805,2676,49.82,0.300822123,930.5748972730669,3090.755583126551,7.892452043520352,0,2932999.1,True,False,False,False,False,False
2025-08-19,False,3013,Lifestyle,Department Store,3276570,1068,3809,65.53,0.280388553,859.992125984252,3065.0795135640788,8.245384468120747,0,2932999.1,False,False,False,False,True,False
2025-08-20,False,3013,Lifestyle,Department Store,2701446,912,3442,54.03,0.264962231,784.6198083067093,2958.867469879518,8.144098463338524,0,2932999.1,False,False,False,False,False,True
2025-08-21,False,3013,Lifestyle,Department Store,3216720,584,2554,64.33,0.228660924,1258.9902152641878,5498.666666666667,7.845807502637805,0,2932999.1,False,False,False,True,False,False
2025-08-22,False,3013,Lifestyle,Department Store,2107471,634,2363,42.15,0.268303005,891.4851945854484,3318.851968503937,7.768110378525988,0,2932999.1,False,False,False,False,False,False
2025-08-23,True,3013,Lifestyle,Department Store,3643500,1052,3421,72.87,0.307512423,1064.728229105786,3460.1139601139603,8.137980454452139,3421,2932999.1,False,True,False,False,False,False
2025-08-24,True,3013,Lifestyle,Department Store,5558634,1727,7193,111.17,0.240094536,772.6763969974979,3216.8020833333335,8.881002624255569,7193,2932999.1,False,False,True,False,False,False
2025-08-25,False,3013,Lifestyle,Department Store,1682782,609,2145,33.66,0.283916084,784.1481826654241,2758.6590163934425,7.671360923190644,0,2932999.1,True,False,False,False,False,False
2025-08-26,False,3013,Lifestyle,Department Store,2660560,653,2870,53.21,0.227526132,926.7014977359805,4068.1345565749234,7.962415680121064,0,2932999.1,False,False,False,False,True,False
2025-08-27,False,3013,Lifestyle,Department Store,2045838,1027,3795,40.92,0.270619236,538.9457323498419,1990.114785992218,8.241703159729818,0,2932999.1,False,False,False,False,False,True
2025-08-28,False,3013,Lifestyle,Department Store,2178472,977,3752,43.57,0.260394456,580.4614974686917,2227.476482617587,8.23031079913502,0,2932999.1,False,False,False,True,False,False
2025-08-29,False,3013,Lifestyle,Department Store,1674214,950,3421,33.48,0.27769658,489.250146113384,1760.4773922187171,8.137980454452139,0,2932999.1,False,False,False,False,False,False
2025-08-30,True,3013,Lifestyle,Department Store,5578526,1521,4774,111.57,0.318600754,1168.2776963350786,3665.2601839684626,8.471149252914831,4774,2932999.1,False,True,False,False,False,False
2025-08-31,True,3013,Lifestyle,Department Store,4873488,1803,6135,97.47,0.293887531,794.245110821382,2701.490022172949,8.721928343047091,6135,2932999.1,False,False,True,False,False,False
2025-09-01,False,3013,Lifestyle,Department Store,1973672,697,3120,39.47,0.223397436,632.3844921499519,2827.610315186246,8.045908742270779,0,2932999.1,True,False,False,False,False,False
2025-09-02,False,3013,Lifestyle,Department Store,2501780,543,2342,50.04,0.231853117,1067.7678190354247,4598.860294117647,7.759187438507795,0,2932999.1,False,False,False,False,True,False
2025-09-03,False,3013,Lifestyle,Department Store,2047069,967,3040,40.94,0.318092105,673.156527458073,2114.740702479339,8.019941687677365,0,2932999.1,False,False,False,False,False,True
2025-09-04,False,3013,Lifestyle,Department Store,2977954,1030,4641,59.56,0.221934928,641.5239121068505,2888.4131910766246,8.442900586834382,0,2932999.1,False,False,False,True,False,False
2025-09-05,False,3013,Lifestyle,Department Store,1681199,797,2854,33.62,0.279257183,588.861295971979,2106.7656641604012,7.956827122090111,0,2932999.1,False,False,False,False,False,False
2025-09-06,True,3013,Lifestyle,Department Store,5875523,1419,5191,117.51,0.273357735,1131.6492681047766,4137.692253521127,8.554874258383926,5191,2932999.1,False,True,False,False,False,False
2025-09-07,True,3013,Lifestyle,Department Store,5818934,1695,5612,116.38,0.302031361,1036.6887582398006,3430.9752358490564,8.6328406149422,5612,2932999.1,False,False,True,False,False,False
2025-09-08,False,3013,Lifestyle,Department Store,2033073,630,1960,40.66,0.321428571,1036.7531871494136,3221.985736925515,7.581209826196346,0,2932999.1,True,False,False,False,False,False
2025-09-09,False,3013,Lifestyle,Department Store,3112221,701,2425,62.24,0.289072165,1282.861088211047,4433.363247863248,7.793999089503996,0,2932999.1,False,False,False,False,True,False
2025-09-10,False,3013,Lifestyle,Department Store,1637562,731,2360,32.75,0.309745763,693.5883100381194,2237.1065573770493,7.766840537085513,0,2932999.1,False,False,False,False,False,True
2025-09-11,False,3013,Lifestyle,Department Store,2177545,883,3396,43.55,0.260011779,641.0200176626435,2463.2861990950228,8.130647968160584,0,2932999.1,False,False,False,True,False,False
2025-09-12,False,3013,Lifestyle,Department Store,2542187,583,1845,50.84,0.31598916,1377.1327193932827,4353.059931506849,7.520776415062797,0,2932999.1,False,False,False,False,False,False
2025-09-13,True,3013,Lifestyle,Department Store,4856438,1922,8175,97.13,0.235107034,593.9870352250489,2525.4487779511182,9.008958312443486,8175,2932999.1,False,True,False,False,False,False
2025-09-14,True,3013,Lifestyle,Department Store,4728259,1039,4115,94.57,0.252490887,1148.7509718172983,4546.402884615384,8.32263709695394,4115,2932999.1,False,False,True,False,False,False
2025-09-15,False,3013,Lifestyle,Department Store,2871782,1014,3370,57.44,0.300890208,851.9080391575201,2829.3418719211822,8.12296471523406,0,2932999.1,True,False,False,False,False,False
2025-09-16,False,3013,Lifestyle,Department Store,3407021,1055,4084,68.14,0.258325171,834.0320685434516,3226.345643939394,8.315077007294104,0,2932999.1,False,False,False,False,True,False
2025-09-17,False,3013,Lifestyle,Department Store,3402911,596,2661,68.06,0.223975949,1278.3287002253944,5700.0184254606365,7.8868329989550565,0,2932999.1,False,False,False,False,False,True
2025-09-18,False,3013,Lifestyle,Department Store,1859784,726,2505,37.2,0.289820359,742.1324820430966,2558.162310866575,7.826443135456014,0,2932999.1,False,False,False,True,False,False
2025-09-19,False,3013,Lifestyle,Department Store,1875515,868,2960,37.51,0.293243243,633.4059439378589,2158.245109321059,7.993282328101591,0,2932999.1,False,False,False,False,False,False
2025-09-20,True,3013,Lifestyle,Department Store,3291340,1302,4765,65.83,0.273242392,690.5874947545111,2525.970836531082,8.469262657658687,4765,2932999.1,False,True,False,False,False,False
2025-09-21,True,3013,Lifestyle,Department Store,3887380,966,3190,77.75,0.302821317,1218.232528987778,4020.0413650465357,8.068089626278244,3190,2932999.1,False,False,True,False,False,False
2025-09-22,False,3013,Lifestyle,Department Store,3153706,696,2321,63.07,0.299870745,1358.1851851851852,4524.685796269728,7.7501841622578365,0,2932999.1,True,False,False,False,False,False
2025-09-23,False,3013,Lifestyle,Department Store,1897169,999,3248,37.94,0.307573892,583.9239766081871,1897.169,8.0861025356691,0,2932999.1,False,False,False,False,True,False
2025-09-24,False,3013,Lifestyle,Department Store,2827997,622,2629,56.56,0.23659186,1075.284030418251,4539.321027287319,7.874739125171811,0,2932999.1,False,False,False,False,False,True
2025-09-25,False,3013,Lifestyle,Department Store,3419103,1069,3311,68.38,0.322863183,1032.3378623188405,3195.4233644859814,8.10530751550515,0,2932999.1,False,False,False,True,False,False
2025-09-26,False,3013,Lifestyle,Department Store,2817769,860,3859,56.36,0.222855662,729.9919689119171,3272.670150987224,8.258422462458876,0,2932999.1,False,False,False,False,False,False
2025-09-27,True,3013,Lifestyle,Department Store,4070665,1651,6535,81.41,0.252639633,622.8067625458997,2464.0829297820824,8.785080636539838,6535,2932999.1,False,True,False,False,False,False
2025-09-28,True,3013,Lifestyle,Department Store,4653244,1190,4864,93.06,0.244654605,956.4735868448099,3907.005877413938,8.489821994620105,4864,2932999.1,False,False,True,False,False,False
2025-09-29,False,3013,Lifestyle,Department Store,3061969,508,1561,61.24,0.325432415,1960.287451984635,6015.656188605108,7.3537223303996315,0,2932999.1,True,False,False,False,False,False
2025-09-30,False,3013,Lifestyle,Department Store,2079995,753,3239,41.6,0.23247916,641.9737654320987,2758.6140583554375,8.083328608786376,0,2932999.1,False,False,False,False,True,False
2025-10-01,False,3013,Lifestyle,Department Store,2091083,545,2248,41.82,0.242437722,929.7834593152512,3829.822344322344,7.718240951959316,0,2932999.1,False,False,False,False,False,True
2025-10-02,False,3013,Lifestyle,Department Store,6335850,2151,9711,126.72,0.22150139,652.373352553542,2944.168215613383,9.181117513299279,0,2932999.1,False,False,False,True,False,False
2025-10-03,False,3013,Lifestyle,Department Store,2649217,543,2279,52.98,0.238262396,1161.9372807017544,4869.88419117647,7.731930721948486,0,2932999.1,False,False,False,False,False,False
2025-10-04,True,3013,Lifestyle,Department Store,5747800,1027,4277,114.96,0.240121581,1343.571762505844,5591.245136186771,8.361240889642351,4277,2932999.1,False,True,False,False,False,False
2025-10-05,True,3013,Lifestyle,Department Store,3075543,1155,4914,61.51,0.235042735,625.7462868769074,2660.5043252595156,8.500047032581268,4914,2932999.1,False,False,True,False,False,False
2025-10-06,False,3013,Lifestyle,Department Store,3425435,516,1638,68.51,0.315018315,2089.954240390482,6625.5996131528045,7.40184157874383,0,2932999.1,True,False,False,False,False,False
2025-10-07,False,3013,Lifestyle,Department Store,1972501,512,2252,39.45,0.227353464,875.4997780736795,3845.0311890838207,7.720017940432244,0,2932999.1,False,False,False,False,True,False
2025-10-08,False,3013,Lifestyle,Department Store,2895663,646,2546,57.91,0.253731343,1136.891637220259,4475.522411128284,7.842671474979457,0,2932999.1,False,False,False,False,False,True
2025-10-09,False,3013,Lifestyle,Department Store,3125106,934,3732,62.5,0.250267953,837.1567104205733,3342.35935828877,8.224967478914584,0,2932999.1,False,False,False,True,False,False
2025-10-10,False,3013,Lifestyle,Department Store,1557401,606,2508,31.15,0.241626794,620.7257871662017,2565.7347611202636,7.827639546366422,0,2932999.1,False,False,False,False,False,False
2025-10-11,True,3013,Lifestyle,Department Store,6401590,1074,4666,128.03,0.230175739,1371.6713091922006,5954.967441860465,8.448271745949816,4666,2932999.1,False,True,False,False,False,False
2025-10-12,True,3013,Lifestyle,Department Store,7285176,1009,4553,145.7,0.221612124,1599.7312252964427,7213.045544554456,8.423761246623686,4553,2932999.1,False,False,True,False,False,False
2025-01-06,False,2046,Starbucks,F&B,261965,859,1204,174.64,0.71345515,217.39834024896265,304.61046511627904,7.094234845924755,0,533473.3297619048,True,False,False,False,False,False
2025-01-07,False,2046,Starbucks,F&B,327787,746,1271,218.52,0.586939418,257.6941823899371,438.8045515394913,7.148345743900068,0,533473.3297619048,False,False,False,False,True,False
2025-01-08,False,2046,Starbucks,F&B,384648,758,963,256.43,0.787123572,399.0124481327801,506.7826086956522,6.871091294610546,0,533473.3297619048,False,False,False,False,False,True
2025-01-09,False,2046,Starbucks,F&B,463177,790,1263,308.78,0.625494854,366.4375,585.5587863463969,7.142036574706803,0,533473.3297619048,False,False,False,True,False,False
2025-01-10,False,2046,Starbucks,F&B,427566,765,1199,285.04,0.638031693,356.305,558.1801566579635,7.090076835776092,0,533473.3297619048,False,False,False,False,False,False
2025-01-11,True,2046,Starbucks,F&B,718863,1153,1956,479.24,0.589468303,367.3290751149719,622.9315424610052,7.579167967396076,1956,533473.3297619048,False,True,False,False,False,False
2025-01-12,True,2046,Starbucks,F&B,631357,1310,2325,420.9,0.56344086,271.43465176268273,481.58428680396645,7.75190533307861,2325,533473.3297619048,False,False,True,False,False,False
2025-01-13,False,2046,Starbucks,F&B,326343,676,1048,217.56,0.645038168,311.09914204003815,482.04283604135895,6.955592608396297,0,533473.3297619048,True,False,False,False,False,False
2025-01-14,False,2046,Starbucks,F&B,473803,887,1334,315.87,0.664917541,354.90861423220974,533.561936936937,7.19668657083435,0,533473.3297619048,False,False,False,False,True,False
2025-01-15,False,2046,Starbucks,F&B,468529,645,1026,312.35,0.628654971,456.21129503407985,725.2770897832818,6.934397209928558,0,533473.3297619048,False,False,False,False,False,True
2025-01-16,False,2046,Starbucks,F&B,273528,780,1288,182.35,0.605590062,212.20170674941815,350.2279129321383,7.161622002939187,0,533473.3297619048,False,False,False,True,False,False
2025-01-17,False,2046,Starbucks,F&B,479769,676,1048,319.85,0.645038168,457.3584366062917,708.6691285081241,6.955592608396297,0,533473.3297619048,False,False,False,False,False,False
2025-01-18,True,2046,Starbucks,F&B,775354,1195,1934,516.9,0.617890383,400.6997416020672,648.2892976588629,7.5678626054638825,1934,533473.3297619048,False,True,False,False,False,False
2025-01-19,True,2046,Starbucks,F&B,802687,1283,1551,535.12,0.827208253,517.1952319587629,625.1456386292834,7.347299700743164,1551,533473.3297619048,False,False,True,False,False,False
2025-01-20,False,2046,Starbucks,F&B,445992,704,1216,297.33,0.578947368,366.468364831553,632.6127659574468,7.104144092987527,0,533473.3297619048,True,False,False,False,False,False
2025-01-21,False,2046,Starbucks,F&B,464005,702,959,309.34,0.732012513,483.3385416666667,660.0355618776672,6.866933284461882,0,533473.3297619048,False,False,False,False,True,False
2025-01-22,False,2046,Starbucks,F&B,338972,606,836,225.98,0.724880383,404.98446833930706,558.4382207578253,6.729824070489475,0,533473.3297619048,False,False,False,False,False,True
2025-01-23,False,2046,Starbucks,F&B,270652,670,923,180.43,0.725893824,292.9134199134199,403.35618479880776,6.828712071641684,0,533473.3297619048,False,False,False,True,False,False
2025-01-24,False,2046,Starbucks,F&B,364495,647,1006,243.0,0.643141153,361.961271102284,562.4922839506173,6.914730892718563,0,533473.3297619048,False,False,False,False,False,False
2025-01-25,True,2046,Starbucks,F&B,470288,1259,1669,313.53,0.754343919,281.6095808383234,373.24444444444447,7.4205789054108005,1669,533473.3297619048,False,True,False,False,False,False
2025-01-26,True,2046,Starbucks,F&B,557544,1386,2116,371.7,0.655009452,263.36513934813416,401.9783705839942,7.6577552711348655,2116,533473.3297619048,False,False,True,False,False,False
2025-01-27,False,2046,Starbucks,F&B,393581,809,993,262.39,0.81470292,395.9567404426559,485.90246913580245,6.901737206656574,0,533473.3297619048,True,False,False,False,False,False
2025-01-28,False,2046,Starbucks,F&B,279345,836,1457,186.23,0.573781743,191.59465020576133,333.7455197132617,7.284820912568604,0,533473.3297619048,False,False,False,False,True,False
2025-01-29,False,2046,Starbucks,F&B,465217,763,916,310.14,0.832969432,507.3249727371865,608.92277486911,6.821107472256465,0,533473.3297619048,False,False,False,False,False,True
2025-01-30,False,2046,Starbucks,F&B,357435,626,987,238.29,0.634245187,361.7763157894737,570.0717703349283,6.895682697747868,0,533473.3297619048,False,False,False,True,False,False
2025-01-31,False,2046,Starbucks,F&B,394498,854,1201,263.0,0.711074105,328.2013311148086,461.4011695906433,7.091742115095153,0,533473.3297619048,False,False,False,False,False,False
2025-02-01,True,2046,Starbucks,F&B,563344,1303,2038,375.56,0.639352306,276.28445316331533,432.0122699386503,7.620214770574455,2038,533473.3297619048,False,True,False,False,False,False
2025-02-02,True,2046,Starbucks,F&B,549334,886,1512,366.22,0.585978836,363.0760079312624,619.3167981961668,7.321849713788356,1512,533473.3297619048,False,False,True,False,False,False
2025-02-03,False,2046,Starbucks,F&B,411123,612,826,274.08,0.740920097,497.1257557436518,670.6737357259381,6.717804695023691,0,533473.3297619048,True,False,False,False,False,False
2025-02-04,False,2046,Starbucks,F&B,319543,801,1407,213.03,0.569296375,226.9481534090909,398.43266832917703,7.249925536717988,0,533473.3297619048,False,False,False,False,True,False
2025-02-05,False,2046,Starbucks,F&B,440142,788,997,293.43,0.790371113,441.02404809619236,557.8479087452472,6.905753276311464,0,533473.3297619048,False,False,False,False,False,True
2025-02-06,False,2046,Starbucks,F&B,277624,631,849,185.08,0.743227326,326.6164705882353,439.27848101265823,6.745236349484363,0,533473.3297619048,False,False,False,True,False,False
2025-02-07,False,2046,Starbucks,F&B,287947,829,1361,191.96,0.609110948,211.41483113069017,346.92409638554216,7.216709486709457,0,533473.3297619048,False,False,False,False,False,False
2025-02-08,True,2046,Starbucks,F&B,495737,1177,1443,330.49,0.815661816,343.3081717451524,420.82937181663834,7.275172319452771,1443,533473.3297619048,False,True,False,False,False,False
2025-02-09,True,2046,Starbucks,F&B,636469,1292,1837,424.31,0.703320631,346.2834602829162,492.2420726991493,7.516433302915632,1837,533473.3297619048,False,False,True,False,False,False
2025-02-10,False,2046,Starbucks,F&B,292752,669,803,195.17,0.833125778,364.1194029850746,436.9432835820896,6.6895992691789665,0,533473.3297619048,True,False,False,False,False,False
2025-02-11,False,2046,Starbucks,F&B,406598,744,1070,271.07,0.695327103,379.64332399626517,545.7691275167786,6.976348070447749,0,533473.3297619048,False,False,False,False,True,False
2025-02-12,False,2046,Starbucks,F&B,465454,820,1208,310.3,0.678807947,384.9909015715467,566.9354445797808,7.097548850614793,0,533473.3297619048,False,False,False,False,False,True
2025-02-13,False,2046,Starbucks,F&B,306432,704,939,204.29,0.749733759,325.9914893617021,434.65531914893614,6.84587987526405,0,533473.3297619048,False,False,False,True,False,False
2025-02-14,False,2046,Starbucks,F&B,490769,754,1237,327.18,0.609539208,396.42084006462034,650.0251655629139,7.121252453244542,0,533473.3297619048,False,False,False,False,False,False
2025-02-15,True,2046,Starbucks,F&B,884886,977,1176,589.92,0.830782313,751.8147833474936,904.7914110429448,7.0707241072602764,1176,533473.3297619048,False,True,False,False,False,False
2025-02-16,True,2046,Starbucks,F&B,859492,1332,1789,572.99,0.744550028,480.1631284916201,644.7801950487622,7.489970898834801,1789,533473.3297619048,False,False,True,False,False,False
2025-02-17,False,2046,Starbucks,F&B,458412,761,959,305.61,0.793534932,477.5125,601.5905511811023,6.866933284461882,0,533473.3297619048,True,False,False,False,False,False
2025-02-18,False,2046,Starbucks,F&B,403116,867,1305,268.74,0.664367816,308.6646248085758,464.4193548387097,7.174724309836376,0,533473.3297619048,False,False,False,False,True,False
2025-02-19,False,2046,Starbucks,F&B,371056,698,965,247.37,0.723316062,384.1159420289855,530.8383404864092,6.873163834212518,0,533473.3297619048,False,False,False,False,False,True
2025-02-20,False,2046,Starbucks,F&B,296176,900,1299,197.45,0.692840647,227.8276923076923,328.71920088790233,7.170119543449628,0,533473.3297619048,False,False,False,True,False,False
2025-02-21,False,2046,Starbucks,F&B,350292,885,1089,233.53,0.812672176,321.3688073394495,395.3634311512415,6.993932975223189,0,533473.3297619048,False,False,False,False,False,False
2025-02-22,True,2046,Starbucks,F&B,492905,1354,2137,328.6,0.633598503,230.544901777362,363.76752767527677,7.6676260915849905,2137,533473.3297619048,False,True,False,False,False,False
2025-02-23,True,2046,Starbucks,F&B,888620,970,1320,592.41,0.734848485,672.6873580620742,915.1596292481977,7.186144304522325,1320,533473.3297619048,False,False,True,False,False,False
2025-02-24,False,2046,Starbucks,F&B,292451,691,1060,194.97,0.651886792,275.6371347785108,422.6170520231214,6.966967138613983,0,533473.3297619048,True,False,False,False,False,False
2025-02-25,False,2046,Starbucks,F&B,311829,823,1124,207.89,0.732206406,277.1813333333333,378.43325242718447,7.025538314638521,0,533473.3297619048,False,False,False,False,True,False
2025-02-26,False,2046,Starbucks,F&B,474787,834,1188,316.52,0.702020202,399.31623212783853,568.6071856287425,7.080867896690782,0,533473.3297619048,False,False,False,False,False,True
2025-02-27,False,2046,Starbucks,F&B,424006,863,1263,282.67,0.683293745,335.44778481012656,490.74768518518516,7.142036574706803,0,533473.3297619048,False,False,False,True,False,False
2025-02-28,False,2046,Starbucks,F&B,309812,720,871,206.54,0.826636051,355.2889908256881,429.69764216366156,6.77078942390898,0,533473.3297619048,False,False,False,False,False,False
2025-03-01,True,2046,Starbucks,F&B,830399,1164,1844,553.6,0.631236443,450.0807588075881,712.7888412017168,7.520234556474628,1844,533473.3297619048,False,True,False,False,False,False
2025-03-02,True,2046,Starbucks,F&B,451024,1484,1788,300.68,0.829977629,252.10955841252095,303.71986531986533,7.489412083508719,1788,533473.3297619048,False,False,True,False,False,False
2025-03-03,False,2046,Starbucks,F&B,369973,873,1563,246.65,0.558541267,236.55562659846547,423.3100686498856,7.355001921105257,0,533473.3297619048,True,False,False,False,False,False
2025-03-04,False,2046,Starbucks,F&B,302642,786,1001,201.76,0.785214785,302.0379241516966,384.5514612452351,6.90975328164481,0,533473.3297619048,False,False,False,False,True,False
2025-03-05,False,2046,Starbucks,F&B,459644,830,1364,306.43,0.608504399,336.7355311355311,553.121540312876,7.21890970761906,0,533473.3297619048,False,False,False,False,False,True
2025-03-06,False,2046,Starbucks,F&B,351785,692,845,234.52,0.818934911,415.82151300236404,507.62626262626264,6.740519359606223,0,533473.3297619048,False,False,False,True,False,False
2025-03-07,False,2046,Starbucks,F&B,342452,887,1392,228.3,0.637212644,245.83776022972003,385.64414414414415,7.239214973779806,0,533473.3297619048,False,False,False,False,False,False
2025-03-08,True,2046,Starbucks,F&B,781765,1401,1682,521.18,0.83293698,464.5068330362448,557.6069900142653,7.428333194190806,1682,533473.3297619048,False,True,False,False,False,False
2025-03-09,True,2046,Starbucks,F&B,891195,948,1532,594.13,0.618798956,581.3405088062623,939.0885142255005,7.334981878871814,1532,533473.3297619048,False,False,True,False,False,False
2025-03-10,False,2046,Starbucks,F&B,489885,705,1183,326.59,0.595942519,413.75422297297297,693.8881019830028,7.076653815443951,0,533473.3297619048,True,False,False,False,False,False
2025-03-11,False,2046,Starbucks,F&B,265844,788,1106,177.23,0.712477396,240.14814814814815,336.9378960709759,7.009408932708637,0,533473.3297619048,False,False,False,False,True,False
2025-03-12,False,2046,Starbucks,F&B,488396,865,1174,325.6,0.736797274,415.65617021276597,563.9676674364896,7.069023426578259,0,533473.3297619048,False,False,False,False,False,True
2025-03-13,False,2046,Starbucks,F&B,407532,651,965,271.69,0.674611399,421.87577639751555,625.0490797546013,6.873163834212518,0,533473.3297619048,False,False,False,True,False,False
2025-03-14,False,2046,Starbucks,F&B,1169741,1680,2769,779.83,0.606717226,422.28916967509025,695.8602022605592,7.926602599181384,0,533473.3297619048,False,False,False,False,False,False
2025-03-15,True,2046,Starbucks,F&B,841588,1444,2308,561.06,0.625649913,364.481593763534,582.4138408304498,7.744569809354496,2308,533473.3297619048,False,True,False,False,False,False
2025-03-16,True,2046,Starbucks,F&B,458801,1447,2549,305.87,0.567673597,179.92196078431374,316.85151933701655,7.843848638152472,2549,533473.3297619048,False,False,True,False,False,False
2025-03-17,False,2046,Starbucks,F&B,307415,770,1099,204.94,0.700636943,279.4681818181818,398.7224383916991,7.003065458786462,0,533473.3297619048,True,False,False,False,False,False
2025-03-18,False,2046,Starbucks,F&B,407482,823,1261,271.65,0.652656622,322.88589540412045,494.5169902912621,7.140453043101158,0,533473.3297619048,False,False,False,False,True,False
2025-03-19,False,2046,Starbucks,F&B,391068,638,767,260.71,0.831812256,509.203125,612.0,6.643789733147672,0,533473.3297619048,False,False,False,False,False,True
2025-03-20,False,2046,Starbucks,F&B,301062,825,1158,200.71,0.712435233,259.76013805004317,364.4818401937046,7.055312843339752,0,533473.3297619048,False,False,False,True,False,False
2025-03-21,False,2046,Starbucks,F&B,250782,821,1032,167.19,0.795542636,242.7705711519845,305.0875912408759,6.940222469119639,0,533473.3297619048,False,False,False,False,False,False
2025-03-22,True,2046,Starbucks,F&B,862260,1444,2442,574.84,0.591318591,352.9512893982808,596.719723183391,7.8009820712577405,2442,533473.3297619048,False,True,False,False,False,False
2025-03-23,True,2046,Starbucks,F&B,831260,983,1426,554.17,0.689340813,582.5227750525578,844.7764227642276,7.2633296174768365,1426,533473.3297619048,False,False,True,False,False,False
2025-03-24,False,2046,Starbucks,F&B,301478,889,1356,200.99,0.65560472,222.1650700073692,338.73932584269664,7.213031659834869,0,533473.3297619048,True,False,False,False,False,False
2025-03-25,False,2046,Starbucks,F&B,256729,783,1085,171.15,0.721658986,236.3987108655617,327.4604591836735,6.990256500493881,0,533473.3297619048,False,False,False,False,True,False
2025-03-26,False,2046,Starbucks,F&B,329637,820,1302,219.76,0.629800307,252.98311588641596,401.50669914738125,7.172424577124845,0,533473.3297619048,False,False,False,False,False,True
