record_date,day_of_week,is_weekend,shop_id,store_name,category,daily_revenue_inr,transaction_count,store_footfall,sales_per_sqft,conversion_rate
03/18/25,Tuesday,FALSE,3012,Westside,Department Store,2839832,876,2487,63.11,0.352231604
03/19/25,Wednesday,FALSE,3012,Westside,Department Store,1641082,418,1624,36.47,0.257389163
03/20/25,Thursday,FALSE,3012,Westside,Department Store,2206422,538,1595,49.03,0.337304075
03/21/25,Friday,FALSE,3012,Westside,Department Store,2151145,832,3451,47.8,0.241089539
03/22/25,Saturday,TRUE,3012,Westside,Department Store,4451382,1305,4486,98.92,0.290905038
03/23/25,Sunday,TRUE,3012,Westside,Department Store,4043078,1374,5055,89.85,0.271810089
03/24/25,Monday,FALSE,3012,Westside,Department Store,2598406,857,3134,57.74,0.273452457
03/25/25,Tuesday,FALSE,3012,Westside,Department Store,1548774,840,2707,34.42,0.310306612
03/26/25,Wednesday,FALSE,3012,Westside,Department Store,2673520,584,2231,59.41,0.261766024
03/27/25,Thursday,FALSE,3012,Westside,Department Store,2097516,587,2148,46.61,0.273277467
03/28/25,Friday,FALSE,3012,Westside,Department Store,2546755,541,2247,56.59,0.240765465
03/29/25,Saturday,TRUE,3012,Westside,Department Store,2815368,773,2240,62.56,0.345089286
03/30/25,Sunday,TRUE,3012,Westside,Department Store,6115858,949,2784,135.91,0.340876437
03/31/25,Monday,FALSE,3012,Westside,Department Store,2866244,804,2598,63.69,0.309468822
04/01/25,Tuesday,FALSE,3012,Westside,Department Store,1394982,467,1802,31,0.259156493
04/02/25,Wednesday,FALSE,3012,Westside,Department Store,2759143,763,3075,61.31,0.248130081
04/03/25,Thursday,FALSE,3012,Westside,Department Store,2852490,407,1678,63.39,0.242550656
04/04/25,Friday,FALSE,3012,Westside,Department Store,2486905,736,3089,55.26,0.238264811
04/05/25,Saturday,TRUE,3012,Westside,Department Store,3790287,1101,3382,84.23,0.325547014
04/06/25,Sunday,TRUE,3012,Westside,Department Store,2725730,588,2228,60.57,0.263913824
04/07/25,Monday,FALSE,3012,Westside,Department Store,2563280,582,2242,56.96,0.259589652
04/08/25,Tuesday,FALSE,3012,Westside,Department Store,1790462,613,1930,39.79,0.31761658
04/09/25,Wednesday,FALSE,3012,Westside,Department Store,2156890,417,1601,47.93,0.260462211
04/10/25,Thursday,FALSE,3012,Westside,Department Store,2423317,492,1601,53.85,0.307307933
04/11/25,Friday,FALSE,3012,Westside,Department Store,1567525,674,2470,34.83,0.272874494
04/12/25,Saturday,TRUE,3012,Westside,Department Store,4517100,1343,4252,100.38,0.315851364
04/13/25,Sunday,TRUE,3012,Westside,Department Store,3692174,1111,4557,82.05,0.243800746
04/14/25,Monday,FALSE,3012,Westside,Department Store,2911269,582,1944,64.69,0.299382716
04/15/25,Tuesday,FALSE,3012,Westside,Department Store,2359550,879,3587,52.43,0.245051575
04/16/25,Wednesday,FALSE,3012,Westside,Department Store,1951591,618,2238,43.37,0.27613941
04/17/25,Thursday,FALSE,3012,Westside,Department Store,1452343,793,2833,32.27,0.279915284
04/18/25,Friday,FALSE,3012,Westside,Department Store,2889753,1394,4092,64.22,0.340664712
04/19/25,Saturday,TRUE,3012,Westside,Department Store,4142883,1242,4807,92.06,0.258373206
04/20/25,Sunday,TRUE,3012,Westside,Department Store,3654199,708,2016,81.2,0.351190476
04/21/25,Monday,FALSE,3012,Westside,Department Store,2947436,562,2300,65.5,0.244347826
04/22/25,Tuesday,FALSE,3012,Westside,Department Store,2700068,541,1827,60,0.296113848
04/23/25,Wednesday,FALSE,3012,Westside,Department Store,2524224,465,1457,56.09,0.319148936
04/24/25,Thursday,FALSE,3012,Westside,Department Store,1316765,825,3276,29.26,0.251831502
04/25/25,Friday,FALSE,3012,Westside,Department Store,1572117,529,1897,34.94,0.27886136
04/26/25,Saturday,TRUE,3012,Westside,Department Store,2688039,913,2816,59.73,0.32421875
04/27/25,Sunday,TRUE,3012,Westside,Department Store,3025679,760,2320,67.24,0.327586207
04/28/25,Monday,FALSE,3012,Westside,Department Store,2718961,720,2817,60.42,0.255591054
04/29/25,Tuesday,FALSE,3012,Westside,Department Store,1703145,731,2764,37.85,0.26447178
04/30/25,Wednesday,FALSE,3012,Westside,Department Store,2369911,698,2230,52.66,0.313004484
05/01/25,Thursday,FALSE,3012,Westside,Department Store,2005547,714,2713,44.57,0.263177295
05/02/25,Friday,FALSE,3012,Westside,Department Store,2516695,620,2060,55.93,0.300970874
05/03/25,Saturday,TRUE,3012,Westside,Department Store,5024102,1124,3192,111.65,0.352130326
05/04/25,Sunday,TRUE,3012,Westside,Department Store,3455339,808,2400,76.79,0.336666667
05/05/25,Monday,FALSE,3012,Westside,Department Store,1641112,782,2958,36.47,0.264367816
05/06/25,Tuesday,FALSE,3012,Westside,Department Store,2469886,685,2295,54.89,0.298474946
05/07/25,Wednesday,FALSE,3012,Westside,Department Store,2377631,819,3371,52.84,0.242954613
05/08/25,Thursday,FALSE,3012,Westside,Department Store,2420535,440,1279,53.79,0.344018765
05/09/25,Friday,FALSE,3012,Westside,Department Store,2978313,754,2829,66.18,0.266525274
05/10/25,Saturday,TRUE,3012,Westside,Department Store,4335293,837,3241,96.34,0.258253625
05/11/25,Sunday,TRUE,3012,Westside,Department Store,2900356,1130,3569,64.45,0.316615298
05/12/25,Monday,FALSE,3012,Westside,Department Store,2900888,657,2247,64.46,0.292389853
05/13/25,Tuesday,FALSE,3012,Westside,Department Store,2594087,529,2064,57.65,0.25629845
05/14/25,Wednesday,FALSE,3012,Westside,Department Store,1936501,876,3179,43.03,0.275558352
05/15/25,Thursday,FALSE,3012,Westside,Department Store,1539185,598,2494,34.2,0.239775461
05/16/25,Friday,FALSE,3012,Westside,Department Store,1694942,766,2365,37.67,0.323890063
05/17/25,Saturday,TRUE,3012,Westside,Department Store,4244353,1361,4792,94.32,0.284015025
05/18/25,Sunday,TRUE,3012,Westside,Department Store,3481592,860,2941,77.37,0.292417545
05/19/25,Monday,FALSE,3012,Westside,Department Store,1579880,827,2960,35.11,0.279391892
05/20/25,Tuesday,FALSE,3012,Westside,Department Store,2370874,405,1508,52.69,0.268567639
05/21/25,Wednesday,FALSE,3012,Westside,Department Store,1733182,716,2984,38.52,0.239946381
05/22/25,Thursday,FALSE,3012,Westside,Department Store,1367848,848,3045,30.4,0.278489327
05/23/25,Friday,FALSE,3012,Westside,Department Store,1983420,744,2706,44.08,0.274944568
05/24/25,Saturday,TRUE,3012,Westside,Department Store,3475857,808,2431,77.24,0.332373509
05/25/25,Sunday,TRUE,3012,Westside,Department Store,4512639,934,3285,100.28,0.284322679
05/26/25,Monday,FALSE,3012,Westside,Department Store,1941470,798,2709,43.14,0.294573643
05/27/25,Tuesday,FALSE,3012,Westside,Department Store,2449334,494,1761,54.43,0.28052243
05/28/25,Wednesday,FALSE,3012,Westside,Department Store,2562837,856,3518,56.95,0.243320068
05/29/25,Thursday,FALSE,3012,Westside,Department Store,1778165,744,2188,39.51,0.340036563
05/30/25,Friday,FALSE,3012,Westside,Department Store,2010953,817,3011,44.69,0.271338426
05/31/25,Saturday,TRUE,3012,Westside,Department Store,4119632,1247,4528,91.55,0.275397527
06/01/25,Sunday,TRUE,3012,Westside,Department Store,3522108,972,3202,78.27,0.303560275
06/02/25,Monday,FALSE,3012,Westside,Department Store,2218801,524,1811,49.31,0.289342904
06/03/25,Tuesday,FALSE,3012,Westside,Department Store,2373659,516,1464,52.75,0.352459016
06/04/25,Wednesday,FALSE,3012,Westside,Department Store,1541940,466,1796,34.27,0.259465479
06/05/25,Thursday,FALSE,3012,Westside,Department Store,2350192,674,2201,52.23,0.306224443
06/06/25,Friday,FALSE,3012,Westside,Department Store,1996941,630,2242,44.38,0.280999108
06/07/25,Saturday,TRUE,3012,Westside,Department Store,4044776,665,1881,89.88,0.353535354
06/08/25,Sunday,TRUE,3012,Westside,Department Store,2634839,1042,3633,58.55,0.286815304
06/09/25,Monday,FALSE,3012,Westside,Department Store,1714830,739,2626,38.11,0.281416603
06/10/25,Tuesday,FALSE,3012,Westside,Department Store,2775177,657,1861,61.67,0.353036002
06/11/25,Wednesday,FALSE,3012,Westside,Department Store,2436861,785,2774,54.15,0.282984859
06/12/25,Thursday,FALSE,3012,Westside,Department Store,1588449,746,2737,35.3,0.272561198
06/13/25,Friday,FALSE,3012,Westside,Department Store,2512864,814,2963,55.84,0.274721566
06/14/25,Saturday,TRUE,3012,Westside,Department Store,5613760,1345,5485,124.75,0.245214221
06/15/25,Sunday,TRUE,3012,Westside,Department Store,3538417,921,3162,78.63,0.291271347
06/16/25,Monday,FALSE,3012,Westside,Department Store,2560534,600,1934,56.9,0.310237849
06/17/25,Tuesday,FALSE,3012,Westside,Department Store,1467800,553,2205,32.62,0.250793651
06/18/25,Wednesday,FALSE,3012,Westside,Department Store,2463520,692,2831,54.74,0.244436595
06/19/25,Thursday,FALSE,3012,Westside,Department Store,1810302,772,3097,40.23,0.24927349
06/20/25,Friday,FALSE,3012,Westside,Department Store,1585302,451,1886,35.23,0.239130435
06/21/25,Saturday,TRUE,3012,Westside,Department Store,4606144,1034,3167,102.36,0.326491948
06/22/25,Sunday,TRUE,3012,Westside,Department Store,5721391,1380,4636,127.14,0.297670406
06/23/25,Monday,FALSE,3012,Westside,Department Store,2301188,615,2378,51.14,0.25862069
06/24/25,Tuesday,FALSE,3012,Westside,Department Store,2342560,833,2413,52.06,0.345213427
06/25/25,Wednesday,FALSE,3012,Westside,Department Store,2019339,784,3090,44.87,0.253721683
06/26/25,Thursday,FALSE,3012,Westside,Department Store,1940712,596,2024,43.13,0.294466403
06/27/25,Friday,FALSE,3012,Westside,Department Store,2947517,725,2737,65.5,0.264888564
06/28/25,Saturday,TRUE,3012,Westside,Department Store,2757462,726,2275,61.28,0.319120879
06/29/25,Sunday,TRUE,3012,Westside,Department Store,4101483,807,2450,91.14,0.329387755
06/30/25,Monday,FALSE,3012,Westside,Department Store,1771539,462,1630,39.37,0.283435583
07/01/25,Tuesday,FALSE,3012,Westside,Department Store,1881608,581,1644,41.81,0.353406326
07/02/25,Wednesday,FALSE,3012,Westside,Department Store,2411543,741,2638,53.59,0.280894617
07/03/25,Thursday,FALSE,3012,Westside,Department Store,2415457,719,2558,53.68,0.281078968
07/04/25,Friday,FALSE,3012,Westside,Department Store,1702447,734,2992,37.83,0.245320856
07/05/25,Saturday,TRUE,3012,Westside,Department Store,2675510,656,2688,59.46,0.244047619
07/06/25,Sunday,TRUE,3012,Westside,Department Store,2858054,1164,3626,63.51,0.321014892
07/07/25,Monday,FALSE,3012,Westside,Department Store,2451171,420,1664,54.47,0.252403846
07/08/25,Tuesday,FALSE,3012,Westside,Department Store,2313885,767,2905,51.42,0.264027539
07/09/25,Wednesday,FALSE,3012,Westside,Department Store,1422350,607,2345,31.61,0.258848614
07/10/25,Thursday,FALSE,3012,Westside,Department Store,1743803,682,2724,38.75,0.250367107
07/11/25,Friday,FALSE,3012,Westside,Department Store,2936473,402,1372,65.25,0.293002915
07/12/25,Saturday,TRUE,3012,Westside,Department Store,2721593,1477,4649,60.48,0.317702732
07/13/25,Sunday,TRUE,3012,Westside,Department Store,2756699,1016,3203,61.26,0.317202623
07/14/25,Monday,FALSE,3012,Westside,Department Store,2689469,889,2732,59.77,0.325402635
07/15/25,Tuesday,FALSE,3012,Westside,Department Store,1364052,712,2198,30.31,0.323930846
07/16/25,Wednesday,FALSE,3012,Westside,Department Store,2599177,556,2111,57.76,0.263382283
07/17/25,Thursday,FALSE,3012,Westside,Department Store,1731805,610,1897,38.48,0.321560358
07/18/25,Friday,FALSE,3012,Westside,Department Store,1339400,634,1782,29.76,0.355780022
07/19/25,Saturday,TRUE,3012,Westside,Department Store,5746730,965,2998,127.71,0.321881254
07/20/25,Sunday,TRUE,3012,Westside,Department Store,3712938,1025,3474,82.51,0.295048935
07/21/25,Monday,FALSE,3012,Westside,Department Store,1404537,474,1447,31.21,0.327574292
07/22/25,Tuesday,FALSE,3012,Westside,Department Store,2373814,764,2837,52.75,0.269298555
07/23/25,Wednesday,FALSE,3012,Westside,Department Store,2611475,881,2831,58.03,0.311197457
07/24/25,Thursday,FALSE,3012,Westside,Department Store,1531048,447,1731,34.02,0.258232236
07/25/25,Friday,FALSE,3012,Westside,Department Store,1814635,672,2461,40.33,0.273059732
07/26/25,Saturday,TRUE,3012,Westside,Department Store,5686424,1169,3543,126.36,0.329946373
07/27/25,Sunday,TRUE,3012,Westside,Department Store,3635757,1342,4179,80.79,0.321129457
07/28/25,Monday,FALSE,3012,Westside,Department Store,2391973,407,1245,53.15,0.326907631
07/29/25,Tuesday,FALSE,3012,Westside,Department Store,1413989,450,1553,31.42,0.289761751
07/30/25,Wednesday,FALSE,3012,Westside,Department Store,1266168,475,1412,28.14,0.336402266
07/31/25,Thursday,FALSE,3012,Westside,Department Store,1693456,822,2310,37.63,0.355844156
08/01/25,Friday,FALSE,3012,Westside,Department Store,2462482,742,2384,54.72,0.311241611
08/02/25,Saturday,TRUE,3012,Westside,Department Store,3782034,951,2794,84.05,0.340372226
08/03/25,Sunday,TRUE,3012,Westside,Department Store,5310223,1216,4675,118,0.260106952
08/04/25,Monday,FALSE,3012,Westside,Department Store,2372034,702,2536,52.71,0.27681388
08/05/25,Tuesday,FALSE,3012,Westside,Department Store,2525964,617,2437,56.13,0.25318014
08/06/25,Wednesday,FALSE,3012,Westside,Department Store,2258252,444,1384,50.18,0.320809249
08/07/25,Thursday,FALSE,3012,Westside,Department Store,2207618,448,1854,49.06,0.241639698
08/08/25,Friday,FALSE,3012,Westside,Department Store,1531818,455,1515,34.04,0.300330033
08/09/25,Saturday,TRUE,3012,Westside,Department Store,4050058,835,3197,90,0.261182358
08/10/25,Sunday,TRUE,3012,Westside,Department Store,3857073,786,3153,85.71,0.249286394
08/11/25,Monday,FALSE,3012,Westside,Department Store,2949798,809,3016,65.55,0.268236074
08/12/25,Tuesday,FALSE,3012,Westside,Department Store,2144202,626,2021,47.65,0.30974765
08/13/25,Wednesday,FALSE,3012,Westside,Department Store,2048524,484,1721,45.52,0.281231842
08/14/25,Thursday,FALSE,3012,Westside,Department Store,1972569,426,1582,43.83,0.269279393
08/15/25,Friday,FALSE,3012,Westside,Department Store,7463544,1582,5197,165.86,0.304406388
08/16/25,Saturday,TRUE,3012,Westside,Department Store,5025106,1421,4177,111.67,0.340196313
08/17/25,Sunday,TRUE,3012,Westside,Department Store,3762814,704,2275,83.62,0.309450549
08/18/25,Monday,FALSE,3012,Westside,Department Store,2290589,693,2028,50.9,0.341715976
08/19/25,Tuesday,FALSE,3012,Westside,Department Store,1965102,536,1638,43.67,0.327228327
08/20/25,Wednesday,FALSE,3012,Westside,Department Store,1927190,802,2954,42.83,0.271496276
08/21/25,Thursday,FALSE,3012,Westside,Department Store,1652037,400,1641,36.71,0.243753809
08/22/25,Friday,FALSE,3012,Westside,Department Store,1222425,536,1699,27.16,0.315479694
08/23/25,Saturday,TRUE,3012,Westside,Department Store,2750787,1061,3589,61.13,0.295625522
08/24/25,Sunday,TRUE,3012,Westside,Department Store,2947725,894,3628,65.5,0.246416759
08/25/25,Monday,FALSE,3012,Westside,Department Store,2341828,677,2726,52.04,0.24834923
08/26/25,Tuesday,FALSE,3012,Westside,Department Store,2541318,811,2313,56.47,0.350626891
08/27/25,Wednesday,FALSE,3012,Westside,Department Store,2107252,510,1817,46.83,0.280682444
08/28/25,Thursday,FALSE,3012,Westside,Department Store,2253521,588,1779,50.08,0.330522766
08/29/25,Friday,FALSE,3012,Westside,Department Store,1671066,480,1917,37.13,0.250391236
08/30/25,Saturday,TRUE,3012,Westside,Department Store,5312238,1329,4662,118.05,0.285070785
08/31/25,Sunday,TRUE,3012,Westside,Department Store,4107193,1241,4009,91.27,0.309553505
09/01/25,Monday,FALSE,3012,Westside,Department Store,1241309,555,1945,27.58,0.285347044
09/02/25,Tuesday,FALSE,3012,Westside,Department Store,2579346,587,1826,57.32,0.321467689
09/03/25,Wednesday,FALSE,3012,Westside,Department Store,2556762,636,2374,56.82,0.267902275
09/04/25,Thursday,FALSE,3012,Westside,Department Store,1971024,515,2086,43.8,0.246883988
09/05/25,Friday,FALSE,3012,Westside,Department Store,1665774,883,3364,37.02,0.262485137
09/06/25,Saturday,TRUE,3012,Westside,Department Store,2826227,1482,5983,62.81,0.247701822
09/07/25,Sunday,TRUE,3012,Westside,Department Store,2437140,1397,5852,54.16,0.238721805
09/08/25,Monday,FALSE,3012,Westside,Department Store,2475590,733,2478,55.01,0.295803067
09/09/25,Tuesday,FALSE,3012,Westside,Department Store,2036362,705,2376,45.25,0.296717172
09/10/25,Wednesday,FALSE,3012,Westside,Department Store,2129267,721,2951,47.32,0.244323958
09/11/25,Thursday,FALSE,3012,Westside,Department Store,1893514,622,2473,42.08,0.251516377
09/12/25,Friday,FALSE,3012,Westside,Department Store,2527547,678,2548,56.17,0.266091052
09/13/25,Saturday,TRUE,3012,Westside,Department Store,2624972,1434,5995,58.33,0.239199333
09/14/25,Sunday,TRUE,3012,Westside,Department Store,5099722,852,2833,113.33,0.300741264
09/15/25,Monday,FALSE,3012,Westside,Department Store,2054341,660,2728,45.65,0.241935484
09/16/25,Tuesday,FALSE,3012,Westside,Department Store,2985877,507,1750,66.35,0.289714286
09/17/25,Wednesday,FALSE,3012,Westside,Department Store,2161758,894,3394,48.04,0.263406011
09/18/25,Thursday,FALSE,3012,Westside,Department Store,2746725,482,1413,61.04,0.341118188
09/19/25,Friday,FALSE,3012,Westside,Department Store,1738282,648,2557,38.63,0.253421979
09/20/25,Saturday,TRUE,3012,Westside,Department Store,3231358,1630,6286,71.81,0.259306395
09/21/25,Sunday,TRUE,3012,Westside,Department Store,4487954,733,2470,99.73,0.296761134
09/22/25,Monday,FALSE,3012,Westside,Department Store,2050501,589,2253,45.57,0.261429206
09/23/25,Tuesday,FALSE,3012,Westside,Department Store,1479683,739,2806,32.88,0.26336422
09/24/25,Wednesday,FALSE,3012,Westside,Department Store,2617705,619,2087,58.17,0.296597988
09/25/25,Thursday,FALSE,3012,Westside,Department Store,2700949,652,2110,60.02,0.309004739
09/26/25,Friday,FALSE,3012,Westside,Department Store,1269813,859,2845,28.22,0.301933216
09/27/25,Saturday,TRUE,3012,Westside,Department Store,6306392,1213,3481,140.14,0.348463085
09/28/25,Sunday,TRUE,3012,Westside,Department Store,2888150,731,2845,64.18,0.256942004
09/29/25,Monday,FALSE,3012,Westside,Department Store,2747341,852,3573,61.05,0.23845508
09/30/25,Tuesday,FALSE,3012,Westside,Department Store,2206010,887,2626,49.02,0.337776085
10/01/25,Wednesday,FALSE,3012,Westside,Department Store,1782719,821,2957,39.62,0.277646263
10/02/25,Thursday,FALSE,3012,Westside,Department Store,6817800,1180,4801,151.51,0.245782129
10/03/25,Friday,FALSE,3012,Westside,Department Store,2051911,610,1833,45.6,0.33278778
10/04/25,Saturday,TRUE,3012,Westside,Department Store,2502635,775,2985,55.61,0.259631491
10/05/25,Sunday,TRUE,3012,Westside,Department Store,5687803,930,2959,126.4,0.31429537
10/06/25,Monday,FALSE,3012,Westside,Department Store,1731684,885,2795,38.48,0.316636852
10/07/25,Tuesday,FALSE,3012,Westside,Department Store,2236522,623,2571,49.7,0.242318164
10/08/25,Wednesday,FALSE,3012,Westside,Department Store,2276119,721,2113,50.58,0.341221013
10/09/25,Thursday,FALSE,3012,Westside,Department Store,2838472,855,3430,63.08,0.249271137
10/10/25,Friday,FALSE,3012,Westside,Department Store,2128923,652,2180,47.31,0.299082569
10/11/25,Saturday,TRUE,3012,Westside,Department Store,2470447,1137,3220,54.9,0.35310559
10/12/25,Sunday,TRUE,3012,Westside,Department Store,4979268,906,3618,110.65,0.250414594
01/06/25,Monday,FALSE,3013,Lifestyle,Department Store,2605065,802,3211,52.1,0.249766428
01/07/25,Tuesday,FALSE,3013,Lifestyle,Department Store,1756764,924,3648,35.14,0.253289474
01/08/25,Wednesday,FALSE,3013,Lifestyle,Department Store,2168053,647,2829,43.36,0.228702722
01/09/25,Thursday,FALSE,3013,Lifestyle,Department Store,2995716,726,2523,59.91,0.287752675
01/10/25,Friday,FALSE,3013,Lifestyle,Department Store,1556011,1058,4139,31.12,0.255617299
01/11/25,Saturday,TRUE,3013,Lifestyle,Department Store,3406677,1468,5686,68.13,0.258177981
01/12/25,Sunday,TRUE,3013,Lifestyle,Department Store,4236690,1025,3219,84.73,0.31842187
01/13/25,Monday,FALSE,3013,Lifestyle,Department Store,2192448,981,3639,43.85,0.269579555
01/14/25,Tuesday,FALSE,3013,Lifestyle,Department Store,1834854,794,3248,36.7,0.244458128
01/15/25,Wednesday,FALSE,3013,Lifestyle,Department Store,1896082,988,3308,37.92,0.298669891
01/16/25,Thursday,FALSE,3013,Lifestyle,Department Store,3035551,702,2778,60.71,0.252699784
01/17/25,Friday,FALSE,3013,Lifestyle,Department Store,3301694,544,2138,66.03,0.254443405
01/18/25,Saturday,TRUE,3013,Lifestyle,Department Store,5059236,1351,5776,101.18,0.233898892
01/19/25,Sunday,TRUE,3013,Lifestyle,Department Store,7229096,883,2848,144.58,0.310042135
01/20/25,Monday,FALSE,3013,Lifestyle,Department Store,2379022,565,2194,47.58,0.25752051
01/21/25,Tuesday,FALSE,3013,Lifestyle,Department Store,3005335,618,2537,60.11,0.243594797
01/22/25,Wednesday,FALSE,3013,Lifestyle,Department Store,2619001,795,3195,52.38,0.248826291
01/23/25,Thursday,FALSE,3013,Lifestyle,Department Store,2099338,586,1955,41.99,0.299744246
01/24/25,Friday,FALSE,3013,Lifestyle,Department Store,2735298,779,2880,54.71,0.270486111
01/25/25,Saturday,TRUE,3013,Lifestyle,Department Store,3744419,1315,4673,74.89,0.281403809
01/26/25,Sunday,TRUE,3013,Lifestyle,Department Store,6207243,1711,5263,124.14,0.325099753
01/27/25,Monday,FALSE,3013,Lifestyle,Department Store,2850558,943,3476,57.01,0.271288838
01/28/25,Tuesday,FALSE,3013,Lifestyle,Department Store,1754375,1003,3288,35.09,0.305048662
01/29/25,Wednesday,FALSE,3013,Lifestyle,Department Store,1962555,500,1842,39.25,0.271444083
01/30/25,Thursday,FALSE,3013,Lifestyle,Department Store,3147722,836,3753,62.95,0.222755129
01/31/25,Friday,FALSE,3013,Lifestyle,Department Store,2104391,637,2239,42.09,0.28450201
02/01/25,Saturday,TRUE,3013,Lifestyle,Department Store,3853688,1811,5908,77.07,0.306533514
02/02/25,Sunday,TRUE,3013,Lifestyle,Department Store,5916261,1737,7902,118.33,0.219817768
02/03/25,Monday,FALSE,3013,Lifestyle,Department Store,1786608,828,3447,35.73,0.240208877
02/04/25,Tuesday,FALSE,3013,Lifestyle,Department Store,1668857,892,3218,33.38,0.277190802
02/05/25,Wednesday,FALSE,3013,Lifestyle,Department Store,1927000,977,4368,38.54,0.223672161
02/06/25,Thursday,FALSE,3013,Lifestyle,Department Store,2012955,545,1724,40.26,0.31612529
02/07/25,Friday,FALSE,3013,Lifestyle,Department Store,1537952,945,3105,30.76,0.304347826
02/08/25,Saturday,TRUE,3013,Lifestyle,Department Store,3296816,907,3503,65.94,0.258920925
02/09/25,Sunday,TRUE,3013,Lifestyle,Department Store,4821286,1346,5316,96.43,0.253197893
02/10/25,Monday,FALSE,3013,Lifestyle,Department Store,3146170,1073,4249,62.92,0.252530007
02/11/25,Tuesday,FALSE,3013,Lifestyle,Department Store,1973700,949,3711,39.47,0.255726219
02/12/25,Wednesday,FALSE,3013,Lifestyle,Department Store,3230866,554,1795,64.62,0.308635097
02/13/25,Thursday,FALSE,3013,Lifestyle,Department Store,2478088,745,2894,49.56,0.257429164
02/14/25,Friday,FALSE,3013,Lifestyle,Department Store,3233363,661,2364,64.67,0.279610829
02/15/25,Saturday,TRUE,3013,Lifestyle,Department Store,4642861,2139,8953,92.86,0.23891433
02/16/25,Sunday,TRUE,3013,Lifestyle,Department Store,5196096,851,3715,103.92,0.229071332
02/17/25,Monday,FALSE,3013,Lifestyle,Department Store,2819983,764,2963,56.4,0.257846777
02/18/25,Tuesday,FALSE,3013,Lifestyle,Department Store,3169789,906,3572,63.4,0.253639418
02/19/25,Wednesday,FALSE,3013,Lifestyle,Department Store,3045861,1086,4121,60.92,0.26352827
02/20/25,Thursday,FALSE,3013,Lifestyle,Department Store,3168126,552,1963,63.36,0.281202241
02/21/25,Friday,FALSE,3013,Lifestyle,Department Store,3010752,555,2429,60.22,0.22848909
02/22/25,Saturday,TRUE,3013,Lifestyle,Department Store,4340837,1153,4183,86.82,0.275639493
02/23/25,Sunday,TRUE,3013,Lifestyle,Department Store,3118816,1395,5633,62.38,0.24764779
02/24/25,Monday,FALSE,3013,Lifestyle,Department Store,2348672,874,3007,46.97,0.290655138
02/25/25,Tuesday,FALSE,3013,Lifestyle,Department Store,1699776,633,2622,34,0.241418764
02/26/25,Wednesday,FALSE,3013,Lifestyle,Department Store,2708045,862,2661,54.16,0.323938369
02/27/25,Thursday,FALSE,3013,Lifestyle,Department Store,1673718,880,3219,33.47,0.273376825
02/28/25,Friday,FALSE,3013,Lifestyle,Department Store,2129536,502,2043,42.59,0.245717083
03/01/25,Saturday,TRUE,3013,Lifestyle,Department Store,4141695,1880,6674,82.83,0.281690141
03/02/25,Sunday,TRUE,3013,Lifestyle,Department Store,3795249,1341,4107,75.9,0.326515705
03/03/25,Monday,FALSE,3013,Lifestyle,Department Store,3016621,1082,3737,60.33,0.289537062
03/04/25,Tuesday,FALSE,3013,Lifestyle,Department Store,2069601,576,2072,41.39,0.277992278
03/05/25,Wednesday,FALSE,3013,Lifestyle,Department Store,2306531,1093,4828,46.13,0.226387738
03/06/25,Thursday,FALSE,3013,Lifestyle,Department Store,2104849,1023,3822,42.1,0.267660911
03/07/25,Friday,FALSE,3013,Lifestyle,Department Store,2055282,876,3884,41.11,0.22554068
03/08/25,Saturday,TRUE,3013,Lifestyle,Department Store,3129164,1281,5307,62.58,0.24137931
03/09/25,Sunday,TRUE,3013,Lifestyle,Department Store,2764379,1243,3973,55.29,0.312861817
03/10/25,Monday,FALSE,3013,Lifestyle,Department Store,2488736,881,3914,49.77,0.225089423
03/11/25,Tuesday,FALSE,3013,Lifestyle,Department Store,3441142,732,2678,68.82,0.273338312
03/12/25,Wednesday,FALSE,3013,Lifestyle,Department Store,1643978,1093,3481,32.88,0.313990233
03/13/25,Thursday,FALSE,3013,Lifestyle,Department Store,2435974,999,4016,48.72,0.24875498
03/14/25,Friday,FALSE,3013,Lifestyle,Department Store,4556228,1752,5457,91.12,0.321055525
03/15/25,Saturday,TRUE,3013,Lifestyle,Department Store,2730553,1466,4660,54.61,0.314592275
03/16/25,Sunday,TRUE,3013,Lifestyle,Department Store,7434252,975,4096,148.69,0.238037109
03/17/25,Monday,FALSE,3013,Lifestyle,Department Store,2535993,947,4246,50.72,0.223033443
03/18/25,Tuesday,FALSE,3013,Lifestyle,Department Store,3436747,1031,4376,68.73,0.235603291
03/19/25,Wednesday,FALSE,3013,Lifestyle,Department Store,2975429,948,3551,59.51,0.266967052
03/20/25,Thursday,FALSE,3013,Lifestyle,Department Store,1863428,932,3252,37.27,0.286592866
03/21/25,Friday,FALSE,3013,Lifestyle,Department Store,2862590,802,3152,57.25,0.254441624
03/22/25,Saturday,TRUE,3013,Lifestyle,Department Store,6076155,1044,4472,121.52,0.233452594
03/23/25,Sunday,TRUE,3013,Lifestyle,Department Store,4747727,1274,3999,94.95,0.318579645
03/24/25,Monday,FALSE,3013,Lifestyle,Department Store,1903456,1034,3304,38.07,0.312953995
03/25/25,Tuesday,FALSE,3013,Lifestyle,Department Store,2659365,861,3679,53.19,0.234030987
03/26/25,Wednesday,FALSE,3013,Lifestyle,Department Store,3197949,989,4351,63.96,0.227304068
03/27/25,Thursday,FALSE,3013,Lifestyle,Department Store,3303282,701,3031,66.07,0.231276806
